Additional Info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBN,School Name,Average Score Regents Algebra,Percentage Passing Regents Algebra,Percentage at college ready threshold Regents Algebra,Average Score Regents Geometry,Percentage Passing Regents Geometry,Percentage at college ready threshold Regents Geometry,Average Score Regents Algebra 2/Trig,Percentage Passing Regents Algebra 2/Trig,Percentage at college ready threshold Regents Algebra 2/Trig,Average Score Regents English,Percentage Passing Regents English,Percentage at college ready threshold Regents English,Average Score Regents US History,Percentage Passing Regents US History,Average Score Regents Global History,Percentage Passing Regents Global History,Average Score Regents Chemistry,Percentage Passing Regents Chemistry,Average Score Regents Physics,Percentage Passing Regents Physics,Average Score Regents Earth Science,Percentage Passing Regents Earth Science,Average Score Regents Living Environment,Percentage Passing Regents Living Environment,Average Score Regents Languages Other Than English,Percentage Passing Regents Languages Other Than English,Average Score SAT Math,Percentage of 4-year Cohort Taking SAT Math,Percentage College Ready SAT Math,Average Score SAT Critical Reading,Percentage of 4-year Cohort Taking SAT Critical Reading,Percentage College Ready SAT Critical Reading,Average Score SAT Writing,Percentage of 4-year Cohort Taking SAT Writing,Average Score ACT Math,Percentage of 4-year Cohort Taking ACT Math,Percentage College Ready ACT Math,Average Score ACT English,Percentage of 4-year Cohort Taking ACT English,Percentage College Ready ACT English,Average Score ACT Reading,Percentage of 4-year Cohort Taking ACT Reading,Average Score ACT Science,Percentage of 4-year Cohort Taking ACT Science,Average Score CUNY Math 1,Percentage of 4-year Cohort Taking CUNY Math 1,Average Score CUNY Math 2,Percentage of 4-year Cohort Taking CUNY Math 2,Percentage College Ready CUNY Math 2,Average Score CUNY Reading,Percentage of 4-year Cohort Taking CUNY Reading,Percentage College Ready CUNY Reading,Average Score CUNY Writing,Percentage of 4-year Cohort Taking CUNY Writing,Percentage College Ready CUNY Writing,Post-secondary Enrollment Rate (6 months),Post-secondary Enrollment Rate (18 months),CUNY 2-Year (6 months),CUNY 2-Year (18 months),CUNY 4-Year (6 months),CUNY 4-Year (18 months),NYS Public (6 months),NYS Public (18 months),NYS Private (6 months),NYS Private (18 months),Out of State (6 months),Out of State (18 months),Public Service (6 months),Public Service (18 months),Vocational Program (6 months),Vocational Program (18 months),CRI (Percentage of 4 year Cohort),CRI (Percentage of 6 year Cohort),Percentage Attaining Regents Diploma (4 year),Percentage Attaining Regents Diploma (6 year),Percentage Attaining Math College Readiness Standard,Percentage Attaining Math College Readiness Standard (6 year),Percentage Attaining English College Readiness Standard,Percentage Attaining English College Readiness Standard (6 year),College and Career Preparatory Course Index,"Percentage Scoring 65+ on Alg2, MathB, Chem, or Phys Regents Exam",Percentage Scoring 3+ on any AP Exam,Percentage Scoring 4+ on any IB Exam,Percentage Earning a Diploma with a CTE Endorsement,Percentage Passing an Industry-Recognized Technical Assessment,Percentage Earning a Diploma with an Arts Endorsement,Percentage Earning a Grade of 'C' or Higher for College Credit,Percentage Passing a CPCC Course
16K455,Boys and Girls High School,63,60.5%,1.9%,64,53.1%,9.7%,,,,71,75.5%,46.3%,64,58.0%,64,62.6%,60,20.0%,,,69,74.4%,62,52.7%,87,100.0%,399,35.6%,100.0%,392,35.6%,100.0%,394,35.6%,,2.1%,100.0%,,2.1%,100.0%,,2.1%,,2.1%,36,11.7%,31,14.4%,100.0%,70,11.7%,100.0%,52,11.2%,100.0%,26.1%,32.2%,4.9%,9.9%,7.0%,6.9%,4.3%,4.2%,4.9%,5.7%,4.6%,4.0%,0.0%,0.0%,0.0%,0.0%,10.1%,5.5%,46.8%,46.9%,12.8%,5.9%,34.0%,27.4%,17.0%,10.1%,2.1%,0.0%,0.0%,0.5%,0.0%,16.0%,0.0%
16K498,Brooklyn High School for Law and Technology,60,45.5%,1.1%,64,57.3%,4.0%,56,31.1%,0.0%,72,79.1%,50.5%,77,86.1%,65,58.5%,66,63.3%,57,23.5%,71,74.3%,71,75.6%,93,100.0%,395,62.7%,100.0%,401,62.7%,100.0%,383,62.7%,17,18.2%,100.0%,15,18.2%,100.0%,16,17.3%,18,18.2%,34,23.6%,28,28.2%,100.0%,73,17.3%,100.0%,52,17.3%,100.0%,51.9%,41.9%,12.7%,16.1%,21.5%,8.6%,5.1%,8.6%,6.3%,2.2%,2.5%,4.3%,0.0%,0.0%,0.0%,0.0%,12.7%,11.8%,68.2%,59.1%,14.5%,17.2%,37.3%,31.2%,20.9%,16.4%,9.1%,0.0%,0.0%,0.0%,0.0%,7.3%,0.0%
16K594,Gotham Professional Arts Academy,,,,,,,,,,76,95.5%,68.7%,,,,,,,,,,,,,,,377,50.7%,100.0%,396,50.7%,100.0%,386,50.7%,,1.3%,0.0%,,1.3%,0.0%,,1.3%,,1.3%,39,25.3%,28,30.7%,100.0%,72,21.3%,100.0%,51,21.3%,100.0%,51.7%,64.7%,17.2%,23.5%,12.1%,9.8%,13.8%,11.8%,3.4%,11.8%,3.4%,0.0%,0.0%,0.0%,0.0%,0.0%,29.3%,9.8%,57.3%,78.4%,33.3%,13.7%,50.7%,52.9%,8.0%,0.0%,0.0%,0.0%,0.0%,1.3%,0.0%,6.7%,0.0%
16K688,The Brooklyn Academy of Global Finance,60,45.3%,0.0%,46,2.2%,0.0%,,,,67,61.5%,25.0%,74,85.0%,57,44.9%,,,,,38,0.0%,62,50.0%,,,395,45.9%,100.0%,382,45.9%,100.0%,391,45.9%,,0.0%,0.0%,,0.0%,0.0%,,0.0%,,0.0%,,29.7%,,35.1%,100.0%,,24.3%,100.0%,,24.3%,100.0%,23.5%,40.0%,2.0%,12.7%,9.8%,3.6%,3.9%,1.8%,3.9%,14.5%,3.9%,3.6%,0.0%,0.0%,0.0%,0.0%,35.1%,3.6%,56.8%,60.0%,13.5%,3.6%,35.1%,25.5%,54.1%,5.4%,0.0%,0.0%,0.0%,0.0%,0.0%,40.5%,0.0%
16K765,Nelson Mandela High School,53,10.5%,0.0%,,,,,,,,,,53,24.1%,,,,,,,,,52,24.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17K122,Pathways in Technology Early College High School (,67,61.3%,11.6%,48,10.4%,1.6%,34,2.4%,0.0%,69,70.8%,41.6%,60,48.8%,60,50.0%,,,52,19.0%,,,59,38.8%,,,446,69.4%,100.0%,442,69.4%,100.0%,410,69.4%,,0.0%,0.0%,,0.0%,0.0%,,0.0%,,0.0%,,1.0%,,1.0%,100.0%,,1.0%,100.0%,,1.0%,100.0%,,,,,,,,,,,,,,,,,65.3%,,69.4%,,82.7%,,81.6%,,83.7%,15.3%,0.0%,0.0%,0.0%,0.0%,0.0%,83.7%,0.0%
17K382,Academy for College Preparation and Career Explora,62,41.2%,3.4%,60,40.4%,3.5%,56,36.7%,6.7%,70,70.4%,44.9%,69,68.5%,59,48.9%,,,,,65,55.1%,63,57.4%,90,100.0%,386,57.3%,100.0%,397,57.3%,100.0%,393,57.3%,,0.0%,0.0%,,0.0%,0.0%,,0.0%,,0.0%,34,18.4%,31,24.3%,100.0%,,8.7%,100.0%,,8.7%,100.0%,52.2%,62.5%,21.7%,10.4%,17.4%,28.1%,3.3%,6.3%,7.6%,11.5%,2.2%,5.2%,0.0%,0.0%,0.0%,0.0%,15.5%,27.1%,56.3%,79.2%,16.5%,25.0%,55.3%,59.4%,21.4%,11.7%,2.9%,0.0%,0.0%,0.0%,0.0%,13.6%,0.0%
17K408,Academy of Hospitality and Tourism,63,50.5%,2.2%,50,15.9%,6.8%,,,,64,68.1%,28.6%,61,52.6%,52,25.8%,,,,,46,11.6%,61,45.6%,,,374,62.0%,100.0%,385,62.0%,100.0%,375,62.0%,,11.4%,0.0%,,11.4%,0.0%,,3.8%,,11.4%,33,32.9%,25,39.2%,100.0%,69,30.4%,100.0%,53,30.4%,100.0%,38.0%,34.3%,5.6%,5.7%,14.1%,15.7%,8.5%,5.7%,2.8%,4.3%,4.2%,1.4%,0.0%,1.4%,0.0%,0.0%,11.4%,18.6%,59.5%,52.9%,13.9%,5.7%,36.7%,27.1%,11.4%,2.5%,0.0%,0.0%,0.0%,0.0%,0.0%,10.1%,0.0%
17K524,International High School at Prospect Heights,64,48.3%,13.6%,,,,,,,58,46.5%,16.5%,,,,,,,,,,,,,,,344,81.7%,100.0%,302,81.7%,0.0%,300,81.7%,17,18.3%,100.0%,13,18.3%,0.0%,14,17.3%,17,18.3%,28,44.2%,27,55.8%,100.0%,52,39.4%,100.0%,46,41.3%,100.0%,43.4%,51.7%,18.4%,28.7%,14.5%,11.5%,2.6%,6.9%,2.6%,3.4%,2.6%,0.0%,0.0%,0.0%,0.0%,0.0%,13.5%,14.9%,65.4%,73.6%,19.2%,21.8%,25.0%,32.2%,8.7%,0.0%,0.0%,0.0%,0.0%,1.0%,0.0%,6.7%,0.0%
17K528,The High School for Global Citizenship,62,43.6%,4.3%,50,17.4%,0.0%,,,,56,45.2%,14.3%,57,38.8%,51,22.9%,42,0.0%,,,62,47.1%,55,32.2%,,,377,61.9%,100.0%,386,61.9%,100.0%,375,61.9%,,1.6%,0.0%,,1.6%,100.0%,,1.6%,,1.6%,35,41.3%,30,47.6%,100.0%,,22.2%,100.0%,,20.6%,100.0%,40.0%,48.9%,15.3%,11.1%,14.1%,20.0%,3.5%,4.4%,3.5%,5.6%,2.4%,7.8%,0.0%,0.0%,0.0%,0.0%,14.3%,10.0%,54.0%,58.9%,15.9%,13.3%,42.9%,28.9%,22.2%,1.6%,0.0%,0.0%,0.0%,0.0%,0.0%,22.2%,0.0%
17K531,"School for Human Rights, The",64,62.3%,0.7%,58,34.2%,2.6%,26,0.0%,0.0%,71,76.9%,41.5%,72,78.3%,62,52.7%,52,10.3%,,,62,44.9%,59,38.2%,,,398,60.8%,100.0%,411,60.8%,100.0%,400,60.8%,,0.0%,0.0%,,0.0%,0.0%,,0.0%,,0.0%,34,35.1%,29,44.6%,100.0%,,12.2%,100.0%,,13.5%,100.0%,46.2%,55.0%,18.5%,21.7%,9.2%,18.3%,4.6%,6.7%,12.3%,6.7%,1.5%,1.7%,0.0%,0.0%,0.0%,0.0%,21.6%,11.7%,81.1%,68.3%,23.0%,13.3%,66.2%,51.7%,50.0%,14.9%,1.4%,0.0%,0.0%,0.0%,0.0%,47.3%,0.0%
17K533,School for Democracy and  Leadership,56,20.4%,0.0%,63,37.5%,0.0%,,,,66,60.6%,26.6%,63,46.2%,61,43.4%,,,,,,,63,53.8%,,,386,53.5%,100.0%,385,53.5%,100.0%,390,53.5%,,0.0%,0.0%,,0.0%,0.0%,,0.0%,,0.0%,,15.1%,30,18.6%,100.0%,,9.3%,100.0%,,9.3%,100.0%,40.3%,43.8%,13.9%,11.0%,12.5%,19.2%,8.3%,4.1%,1.4%,4.1%,4.2%,4.1%,0.0%,0.0%,0.0%,0.0%,7.0%,6.8%,47.7%,54.8%,9.3%,9.6%,27.9%,37.0%,20.9%,7.0%,0.0%,0.0%,0.0%,0.0%,0.0%,18.6%,0.0%
17K537,High School for Youth and Community Development at,67,61.8%,12.7%,,,,68,45.0%,25.0%,67,72.2%,34.2%,69,72.0%,55,31.4%,,,,,,,65,55.9%,,,360,63.2%,100.0%,382,63.2%,100.0%,359,63.2%,,4.2%,0.0%,,4.2%,100.0%,,4.2%,,4.2%,32,32.6%,27,34.7%,100.0%,69,26.3%,100.0%,54,27.4%,100.0%,48.9%,52.0%,7.6%,20.0%,21.7%,18.0%,9.8%,7.0%,3.3%,1.0%,4.3%,6.0%,0.0%,0.0%,0.0%,0.0%,10.5%,40.0%,68.4%,63.0%,11.6%,8.0%,46.3%,41.0%,34.7%,16.8%,2.1%,0.0%,0.0%,1.1%,0.0%,11.6%,28.4%
17K539,High School for Service & Learning at Erasmus,70,76.6%,16.8%,,,,58,29.3%,7.3%,68,80.0%,35.4%,70,70.9%,58,42.3%,,,,,61,51.9%,64,58.3%,,,377,45.5%,100.0%,382,45.5%,100.0%,356,45.5%,,2.5%,0.0%,,2.5%,0.0%,,2.5%,,2.5%,35,23.1%,28,25.6%,100.0%,63,13.2%,100.0%,44,13.2%,100.0%,58.3%,54.8%,6.5%,20.4%,27.8%,15.1%,11.1%,4.3%,5.6%,4.3%,6.5%,9.7%,0.0%,0.0%,0.0%,0.0%,12.4%,14.0%,60.3%,71.0%,12.4%,18.3%,39.7%,43.0%,9.1%,5.8%,2.5%,0.0%,0.0%,0.0%,0.0%,5.8%,0.0%
17K543,"Science, Technology and Research Early College Hig",75,95.3%,30.8%,72,80.6%,22.4%,67,67.6%,17.6%,81,91.7%,74.4%,80,88.2%,75,79.5%,,,47,8.3%,73,76.0%,75,80.6%,86,100.0%,496,91.5%,100.0%,491,91.5%,100.0%,484,91.5%,,7.0%,100.0%,,7.0%,100.0%,,7.0%,,7.0%,,2.8%,,2.8%,0.0%,,1.4%,0.0%,,1.4%,0.0%,80.0%,92.6%,7.1%,3.7%,41.2%,65.4%,12.9%,3.7%,5.9%,9.9%,11.8%,7.4%,0.0%,0.0%,0.0%,0.0%,66.2%,39.5%,93.0%,98.8%,70.4%,40.7%,83.1%,88.9%,90.1%,28.2%,22.5%,0.0%,0.0%,0.0%,0.0%,90.1%,0.0%
17K544,International Arts Business School,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.6%,100.0%,,55.6%,100.0%,,55.6%,,0.0%,0.0%,,0.0%,0.0%,,0.0%,,0.0%,,33.3%,,50.0%,100.0%,,16.7%,100.0%,,16.7%,100.0%,45.0%,45.6%,16.7%,23.3%,13.3%,11.1%,5.0%,4.4%,8.3%,2.2%,0.0%,4.4%,0.0%,0.0%,0.0%,0.0%,16.7%,16.7%,66.7%,60.0%,16.7%,15.6%,50.0%,42.2%,11.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,11.1%,0.0%
17K546,High School for Public Service: Heroes  of Tomorro,64,46.6%,5.8%,69,75.0%,9.7%,57,32.5%,6.5%,88,98.1%,90.7%,87,96.0%,78,87.4%,71,74.2%,77,87.5%,74,84.5%,76,89.6%,91,100.0%,468,95.4%,100.0%,454,95.4%,100.0%,464,95.4%,,13.0%,100.0%,,13.0%,100.0%,,11.1%,,13.0%,38,19.4%,36,31.5%,100.0%,,7.4%,100.0%,,6.5%,100.0%,81.1%,85.4%,18.9%,21.3%,33.0%,37.1%,18.9%,4.5%,4.7%,4.5%,4.7%,18.0%,0.0%,0.0%,0.0%,0.0%,61.1%,41.6%,91.7%,88.8%,62.0%,46.1%,92.6%,70.8%,97.2%,45.4%,13.9%,0.0%,0.0%,0.0%,0.0%,13.9%,95.4%
17K547,Brooklyn Academy of Science and the Environment,66,59.4%,6.8%,61,53.5%,5.9%,46,13.2%,1.1%,68,70.7%,35.3%,74,83.7%,62,54.0%,,,61,41.7%,70,72.3%,62,44.5%,87,97.6%,419,58.5%,100.0%,411,58.5%,100.0%,416,58.5%,,0.7%,100.0%,,0.7%,0.0%,,0.7%,,0.7%,34,31.0%,34,43.7%,100.0%,66,11.3%,100.0%,,9.9%,100.0%,57.4%,55.0%,11.9%,11.9%,27.7%,28.4%,9.9%,7.3%,3.0%,4.6%,3.0%,2.8%,0.0%,0.0%,0.0%,0.0%,37.3%,19.3%,70.4%,68.8%,33.8%,19.3%,67.6%,64.2%,35.2%,13.4%,4.9%,0.0%,0.0%,0.0%,0.0%,16.9%,12.7%
17K548,Brooklyn School for Music & Theatre,62,46.9%,1.7%,58,22.7%,1.5%,37,0.0%,0.0%,74,86.0%,50.4%,71,72.0%,63,46.4%,57,5.9%,,,60,30.9%,61,44.1%,71,71.0%,382,72.2%,100.0%,393,72.2%,100.0%,377,72.2%,,0.0%,0.0%,,0.0%,0.0%,,0.0%,,0.0%,33,32.2%,27,35.6%,100.0%,69,18.9%,100.0%,50,20.0%,100.0%,39.0%,57.1%,8.5%,14.3%,11.0%,11.9%,4.9%,3.6%,6.1%,20.2%,7.3%,4.8%,0.0%,0.0%,0.0%,0.0%,33.3%,15.5%,72.2%,72.6%,18.9%,10.7%,48.9%,46.4%,27.8%,10.0%,3.3%,0.0%,0.0%,0.0%,0.0%,2.2%,0.0%
17K590,Medgar Evers College Preparatory School,70,78.3%,12.1%,72,79.7%,25.7%,65,61.2%,12.1%,83,95.5%,79.4%,80,94.5%,77,87.0%,69,71.6%,70,70.8%,71,77.4%,79,94.4%,81,92.0%,525,89.0%,100.0%,500,89.0%,100.0%,481,89.0%,,5.9%,100.0%,,5.9%,100.0%,,4.6%,,5.9%,,4.6%,45,11.0%,100.0%,,4.6%,100.0%,,4.6%,100.0%,76.0%,79.2%,6.7%,14.0%,26.2%,24.6%,8.9%,8.7%,11.1%,9.2%,21.8%,20.8%,0.0%,0.0%,0.0%,0.0%,70.8%,53.1%,95.4%,96.6%,78.5%,55.6%,86.8%,88.4%,79.0%,78.1%,36.5%,0.0%,0.0%,0.0%,0.0%,31.1%,0.0%
17K600,Clara Barton High School,58,26.0%,0.4%,60,40.5%,4.2%,49,24.7%,6.8%,73,83.8%,49.7%,71,70.7%,60,46.5%,64,47.6%,,,60,43.1%,65,60.1%,91,100.0%,408,55.0%,100.0%,424,55.0%,100.0%,407,55.0%,19,7.2%,100.0%,18,7.2%,100.0%,19,6.3%,18,7.2%,36,36.0%,29,43.5%,100.0%,69,19.8%,100.0%,53,20.1%,100.0%,63.2%,70.4%,14.6%,18.4%,30.7%,31.8%,8.2%,9.0%,4.3%,7.0%,4.6%,3.0%,0.0%,0.0%,0.0%,0.0%,19.8%,30.1%,67.0%,79.6%,21.3%,30.8%,55.3%,66.2%,41.7%,12.6%,4.5%,0.0%,10.5%,10.8%,0.0%,27.9%,3.0%
17K745,Brooklyn Institute for Liberal Arts,68,71.2%,8.5%,64,52.1%,4.2%,39,5.0%,0.0%,73,84.4%,43.1%,71,73.0%,70,78.3%,,,,,,,71,71.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17K751,Academy for Health Careers,66,62.9%,7.9%,67,66.7%,8.3%,,,,70,74.4%,42.6%,69,71.1%,60,47.6%,,,,,,,64,51.2%,,,406,48.1%,100.0%,405,48.1%,100.0%,396,48.1%,,1.2%,100.0%,,1.2%,0.0%,,1.2%,,1.2%,39,24.7%,32,30.9%,100.0%,,12.3%,100.0%,,12.3%,100.0%,48.4%,,12.9%,,22.6%,,9.7%,,0.0%,,3.2%,,0.0%,,0.0%,,12.3%,,67.9%,,13.6%,,40.7%,,8.6%,8.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
18K563,It Takes a Village Academy,63,52.7%,3.0%,68,77.6%,6.6%,52,31.1%,1.6%,76,84.8%,68.0%,73,80.3%,69,70.2%,55,29.3%,61,54.2%,68,66.4%,68,74.8%,84,89.4%,364,62.2%,100.0%,374,62.2%,100.0%,361,62.2%,16,18.5%,100.0%,13,18.5%,100.0%,15,16.8%,15,18.5%,31,35.3%,24,38.7%,100.0%,,10.9%,100.0%,,10.9%,100.0%,78.6%,82.7%,12.2%,20.0%,37.8%,37.3%,4.1%,1.3%,16.3%,10.7%,6.1%,5.3%,1.0%,2.7%,0.0%,0.0%,18.5%,13.3%,91.6%,74.7%,21.8%,20.0%,66.4%,50.7%,74.8%,28.6%,1.7%,0.0%,0.0%,0.0%,0.0%,71.4%,3.4%
18K566,Brooklyn Generation School,62,46.3%,2.5%,,,,50,16.7%,8.3%,72,84.1%,47.8%,77,86.5%,66,55.1%,,,,,62,45.8%,71,74.6%,,,392,50.0%,100.0%,406,50.0%,100.0%,403,50.0%,,1.2%,0.0%,,1.2%,0.0%,,1.2%,,1.2%,36,24.4%,32,34.1%,100.0%,,15.9%,100.0%,,17.1%,100.0%,36.5%,51.3%,16.7%,13.8%,5.2%,15.0%,8.3%,10.0%,3.1%,7.5%,2.1%,3.8%,0.0%,0.0%,0.0%,0.0%,17.1%,5.0%,65.9%,57.5%,20.7%,7.5%,48.8%,31.3%,15.9%,6.1%,0.0%,0.0%,0.0%,0.0%,0.0%,15.9%,0.0%
18K567,Brooklyn Theatre Arts High School,64,53.8%,7.1%,59,41.3%,1.8%,39,0.0%,0.0%,68,70.6%,33.3%,66,62.2%,58,31.8%,,,,,58,27.6%,62,52.8%,,,379,69.1%,100.0%,393,69.1%,100.0%,373,69.1%,,14.9%,100.0%,,14.9%,100.0%,,8.5%,,14.9%,29,22.3%,28,25.5%,100.0%,68,22.3%,100.0%,55,22.3%,100.0%,50.0%,50.6%,7.0%,19.0%,15.1%,10.1%,7.0%,10.1%,14.0%,8.9%,5.8%,2.5%,0.0%,0.0%,0.0%,0.0%,16.0%,5.1%,67.0%,64.6%,17.0%,5.1%,58.5%,44.3%,70.2%,2.1%,1.1%,0.0%,0.0%,0.0%,70.2%,0.0%,0.0%
18K569,Kurt Hahn Expeditionary Learning School,65,65.0%,0.0%,,,,,,,69,74.0%,41.1%,,,,,,,,,,,68,62.5%,,,378,72.6%,100.0%,394,72.6%,100.0%,388,72.6%,,1.2%,0.0%,,1.2%,0.0%,,1.2%,,1.2%,36,44.0%,25,46.4%,100.0%,61,23.8%,100.0%,53,25.0%,100.0%,55.9%,58.6%,15.3%,21.8%,11.9%,11.5%,20.3%,19.5%,5.1%,1.1%,1.7%,1.1%,0.0%,0.0%,0.0%,0.0%,7.1%,4.6%,67.9%,64.4%,7.1%,5.7%,53.6%,41.4%,59.5%,3.6%,0.0%,0.0%,0.0%,0.0%,0.0%,59.5%,0.0%
18K576,Victory Collegiate High School,63,51.1%,4.5%,,,,,,,67,70.6%,22.4%,66,61.9%,55,31.4%,,,,,,,60,37.0%,,,386,72.7%,100.0%,408,72.7%,100.0%,402,72.7%,,2.6%,0.0%,,2.6%,0.0%,,2.6%,,2.6%,43,23.4%,27,24.7%,100.0%,,10.4%,100.0%,,10.4%,100.0%,49.4%,69.3%,11.7%,14.7%,14.3%,22.7%,15.6%,4.0%,2.6%,13.3%,3.9%,14.7%,0.0%,0.0%,0.0%,0.0%,9.1%,20.0%,58.4%,74.7%,9.1%,20.0%,44.2%,61.3%,22.1%,1.3%,13.0%,0.0%,0.0%,0.0%,0.0%,18.2%,0.0%
18K589,Arts & Media Preparatory Academy,59,34.3%,1.5%,50,20.6%,0.0%,,,,71,75.3%,45.2%,69,65.0%,57,31.7%,48,0.0%,,,,,66,59.3%,,,370,64.2%,100.0%,383,64.2%,100.0%,374,64.2%,,4.9%,100.0%,,4.9%,100.0%,,4.9%,,4.9%,41,23.5%,24,24.7%,100.0%,,17.3%,100.0%,,17.3%,100.0%,29.1%,33.3%,12.7%,17.5%,9.1%,8.8%,1.8%,0.0%,3.6%,1.8%,1.8%,5.3%,0.0%,0.0%,0.0%,0.0%,7.4%,5.3%,45.7%,52.6%,8.6%,5.3%,34.6%,42.1%,65.4%,3.7%,0.0%,0.0%,0.0%,0.0%,0.0%,2.5%,64.2%
18K617,High School for Innovation in Advertising and Medi,66,62.5%,5.2%,62,36.8%,5.3%,,,,68,72.5%,33.0%,66,67.2%,62,51.0%,,,,,69,66.1%,62,45.7%,,,390,59.1%,100.0%,410,59.1%,100.0%,397,59.1%,,13.6%,100.0%,,13.6%,100.0%,,13.6%,,13.6%,,16.7%,37,27.3%,100.0%,,10.6%,100.0%,,10.6%,100.0%,53.0%,58.8%,12.1%,21.3%,22.7%,15.0%,12.1%,12.5%,3.0%,3.8%,3.0%,6.3%,0.0%,0.0%,0.0%,0.0%,27.3%,5.0%,75.8%,63.8%,25.8%,5.0%,56.1%,38.8%,63.6%,0.0%,3.0%,0.0%,62.1%,62.1%,0.0%,21.2%,0.0%
18K629,Cultural Academy for the Arts and Sciences,63,51.3%,3.4%,72,92.3%,19.2%,,,,72,76.9%,44.9%,65,57.9%,61,47.3%,58,47.1%,,,63,41.7%,64,55.0%,,,382,57.3%,100.0%,395,57.3%,100.0%,384,57.3%,,4.0%,100.0%,,4.0%,100.0%,,4.0%,,4.0%,28,25.3%,24,28.0%,100.0%,,9.3%,100.0%,,9.3%,100.0%,43.4%,46.3%,21.1%,16.4%,5.3%,14.9%,2.6%,4.5%,2.6%,6.0%,7.9%,4.5%,0.0%,0.0%,0.0%,0.0%,13.3%,6.0%,58.7%,64.2%,14.7%,9.0%,48.0%,34.3%,45.3%,12.0%,0.0%,0.0%,0.0%,0.0%,0.0%,44.0%,0.0%
18K633,High School for Medical Professions,65,59.2%,7.1%,53,12.2%,2.0%,40,10.3%,0.0%,72,76.2%,45.3%,71,74.2%,66,63.8%,57,16.3%,,,66,55.6%,63,57.1%,78,81.1%,404,60.2%,100.0%,427,60.2%,100.0%,424,60.2%,,1.9%,100.0%,,1.9%,100.0%,,1.0%,,1.9%,35,26.2%,27,30.1%,100.0%,,7.8%,100.0%,,7.8%,100.0%,64.7%,76.0%,21.0%,18.2%,19.3%,19.0%,10.1%,10.7%,8.4%,18.2%,5.9%,9.9%,0.0%,0.0%,0.0%,0.0%,14.6%,24.0%,86.4%,94.2%,17.5%,26.4%,61.2%,72.7%,15.5%,5.8%,0.0%,0.0%,0.0%,0.0%,0.0%,12.6%,0.0%
18K637,Academy for Conservation and the Environment,62,52.8%,2.8%,51,15.1%,0.0%,37,15.8%,0.0%,73,81.7%,49.6%,63,54.5%,63,57.3%,50,9.1%,,,59,43.5%,64,62.3%,,,381,50.8%,100.0%,397,50.8%,100.0%,390,50.8%,,7.9%,0.0%,,7.9%,100.0%,,7.9%,,7.9%,32,41.3%,29,47.6%,100.0%,66,27.0%,100.0%,53,23.8%,100.0%,37.1%,57.1%,12.9%,17.5%,6.5%,31.7%,4.8%,3.2%,8.1%,0.0%,1.6%,4.8%,0.0%,0.0%,0.0%,0.0%,12.7%,6.3%,71.4%,73.0%,15.9%,7.9%,54.0%,42.9%,4.8%,4.8%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
18K642,Urban Action Academy,58,33.3%,4.9%,53,25.8%,1.5%,,,,68,68.8%,40.0%,61,45.2%,56,34.0%,,,,,46,3.6%,57,30.4%,,,362,44.9%,100.0%,396,44.9%,100.0%,393,44.9%,,0.0%,0.0%,,0.0%,0.0%,,0.0%,,0.0%,33,21.8%,21,21.8%,0.0%,,5.1%,100.0%,,5.1%,100.0%,38.6%,63.8%,9.6%,13.0%,14.5%,15.9%,1.2%,10.1%,7.2%,15.9%,1.2%,5.8%,0.0%,0.0%,0.0%,0.0%,5.1%,7.2%,55.1%,72.5%,6.4%,8.7%,42.3%,44.9%,7.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,7.7%,0.0%
19K404,Academy for Young Writers,57,20.4%,0.7%,56,20.3%,1.6%,,,,76,83.1%,60.0%,73,71.0%,65,55.9%,,,,,65,52.9%,67,63.1%,,,382,81.2%,100.0%,413,81.2%,100.0%,391,81.2%,,2.4%,0.0%,,2.4%,100.0%,,1.2%,,2.4%,32,28.2%,25,28.2%,0.0%,,14.1%,100.0%,,15.3%,100.0%,46.7%,53.8%,10.7%,6.4%,6.7%,12.8%,6.7%,11.5%,9.3%,11.5%,12.0%,10.3%,0.0%,0.0%,0.0%,0.0%,5.9%,11.5%,58.8%,64.1%,5.9%,12.8%,56.5%,51.3%,18.8%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,18.8%,0.0%
